1 -2  1 0
2500 -1.9970347  0.99924274 724
2501 -1.9970331  0.99924235 726
2502 -1.9970311  0.99924188 728
2503 -1.9970312  0.99924189 729
2504 -1.9970311  0.99924187 730
2505 -1.9970305  0.99924173 732
2506 -1.9970317  0.99924203 732
2507 -1.9970329  0.99924234 732
2508 -1.997033  0.99924238 734
2509 -1.9970342  0.99924269 734
2510 -1.9970354  0.99924299 734
2511 -1.9970366  0.99924329 734
2512 -1.9970377  0.99924359 734
2513 -1.9970389  0.99924389 734
2514 -1.9970401  0.99924419 734
2515 -1.9970413  0.99924449 734
2516 -1.9970425  0.99924479 734
2517 -1.9970436  0.99924509 734
2518 -1.9970448  0.99924539 734
2519 -1.997046  0.99924569 734
2520 -1.9970468  0.9992459 736
2521 -1.997048  0.9992462 736
2522 -1.9970491  0.9992465 736
2523 -1.9970503  0.9992468 736
2524 -1.9970469  0.99924596 737
2525 -1.9970402  0.99924428 737
2526 -1.9970334  0.9992426 737
2527 -1.9970267  0.99924092 737
2528 -1.9970124  0.99923734 739
2529 -1.9970134  0.99923762 740
2530 -1.9970146  0.99923792 740
2531 -1.9970158  0.99923822 740
2532 -1.997017  0.99923852 740
2533 -1.9970182  0.99923882 740
2534 -1.9970193  0.99923912 740
2535 -1.9970205  0.99923942 740
2536 -1.9970217  0.99923972 740
2537 -1.9970229  0.99924002 740
2538 -1.9970208  0.99923952 742
2539 -1.9970217  0.99923974 743
2540 -1.9970223  0.9992399 744
2541 -1.9970234  0.9992402 744
2542 -1.9970246  0.99924049 744
2543 -1.9970258  0.99924079 744
2544 -1.997027  0.99924109 744
2545 -1.9970281  0.99924139 744
2546 -1.9970285  0.99924149 745
2547 -1.9970294  0.99924172 746
2548 -1.9970305  0.99924201 746
2549 -1.9970317  0.99924231 746
2550 -1.9970329  0.99924261 746
2551 -1.997034  0.9992429 746
2552 -1.9970352  0.9992432 746
2553 -1.9970364  0.9992435 746
2554 -1.9970375  0.99924379 746
2555 -1.9970387  0.99924409 746
2556 -1.9970398  0.99924439 746
2557 -1.997041  0.99924468 746
2558 -1.9970422  0.99924498 746
2559 -1.9970433  0.99924527 746
2560 -1.9970445  0.99924557 746
2561 -1.9970456  0.99924586 746
2562 -1.9970468  0.99924616 746
2563 -1.9970479  0.99924645 746
2564 -1.9970491  0.99924674 746
2565 -1.997046  0.99924598 747
2566 -1.9970442  0.99924553 748
2567 -1.9970453  0.99924582 748
2568 -1.9970465  0.99924612 748
2569 -1.9970476  0.99924641 748
2570 -1.9970488  0.9992467 748
2571 -1.9970499  0.999247 748
2572 -1.9970511  0.99924729 748
2573 -1.9970522  0.99924758 748
2574 -1.9970534  0.99924787 748
2575 -1.9970545  0.99924817 748
2576 -1.9970556  0.99924846 748
2577 -1.9970568  0.99924875 748
2578 -1.9970573  0.99924888 749
2579 -1.9970526  0.99924772 751
2580 -1.9970488  0.99924677 752
2581 -1.99705  0.99924707 752
2582 -1.9970511  0.99924736 752
2583 -1.9970504  0.9992472 754
2584 -1.9970516  0.99924749 754
2585 -1.9970527  0.99924778 754
2586 -1.9970539  0.99924807 754
2587 -1.997055  0.99924836 754
2588 -1.9970561  0.99924865 754
2589 -1.9970573  0.99924894 754
2590 -1.9970581  0.99924916 755
2591 -1.9970542  0.99924819 758
2592 -1.9970553  0.99924848 758
2593 -1.9970565  0.99924877 758
2594 -1.9970576  0.99924906 758
2595 -1.9970587  0.99924934 758
2596 -1.9970599  0.99924963 758
2597 -1.997061  0.99924992 758
2598 -1.9970621  0.99925021 758
2599 -1.9970633  0.9992505 758
2600 -1.9970644  0.99925079 758
2601 -1.9970655  0.99925108 758
2602 -1.9970667  0.99925136 758
2603 -1.9970678  0.99925165 758
2604 -1.9970689  0.99925194 758
2605 -1.99707  0.99925223 758
2606 -1.997067  0.99925146 760
2607 -1.9970681  0.99925175 760
2608 -1.9970692  0.99925204 760
2609 -1.9970703  0.99925232 760
2610 -1.9970714  0.99925261 760
2611 -1.9970726  0.9992529 760
2612 -1.9970737  0.99925318 760
2613 -1.9970748  0.99925347 760
2614 -1.9970759  0.99925375 760
2615 -1.997077  0.99925404 760
2616 -1.9970782  0.99925432 760
2617 -1.9970793  0.99925461 760
2618 -1.9970804  0.99925489 760
2619 -1.9970815  0.99925518 760
2620 -1.9970826  0.99925546 760
2621 -1.9970837  0.99925575 760
2622 -1.9970848  0.99925603 760
2623 -1.997086  0.99925631 760
2624 -1.9970871  0.9992566 760
2625 -1.9970882  0.99925688 760
2626 -1.9970893  0.99925716 760
2627 -1.9970904  0.99925745 760
2628 -1.9970915  0.99925773 760
2629 -1.9970926  0.99925801 760
2630 -1.9970937  0.99925829 760
2631 -1.9970948  0.99925858 760
2632 -1.9970959  0.99925886 760
2633 -1.997097  0.99925914 760
2634 -1.9970981  0.99925942 760
2635 -1.9970992  0.9992597 760
2636 -1.9971003  0.99925998 760
2637 -1.9971014  0.99926026 760
2638 -1.9971025  0.99926054 760
2639 -1.9971036  0.99926082 760
2640 -1.9971047  0.9992611 760
2641 -1.9971058  0.99926138 760
2642 -1.9971069  0.99926166 760
2643 -1.997108  0.99926194 760
2644 -1.9971091  0.99926222 760
2645 -1.9971102  0.9992625 760
2646 -1.9971113  0.99926278 760
2647 -1.9971124  0.99926306 760
2648 -1.9971135  0.99926334 760
2649 -1.9971146  0.99926361 760
2650 -1.9971157  0.99926389 760
2651 -1.9971164  0.99926407 762
2652 -1.9971174  0.99926435 762
2653 -1.9971185  0.99926463 762
2654 -1.9971196  0.99926491 762
2655 -1.9971207  0.99926518 762
2656 -1.9971218  0.99926546 762
2657 -1.9971229  0.99926574 762
2658 -1.997124  0.99926601 762
2659 -1.997125  0.99926629 762
2660 -1.9971261  0.99926656 762
2661 -1.9971272  0.99926684 762
2662 -1.9971283  0.99926712 762
2663 -1.9971294  0.99926739 762
2664 -1.9971304  0.99926767 762
2665 -1.9971315  0.99926794 762
2666 -1.9971326  0.99926822 762
2667 -1.9971337  0.99926849 762
2668 -1.9971347  0.99926876 762
2669 -1.9971358  0.99926904 762
2670 -1.997132  0.9992681 763
2671 -1.9971302  0.99926765 764
2672 -1.9971313  0.99926793 764
2673 -1.9971324  0.9992682 764
2674 -1.9971334  0.99926847 764
2675 -1.9971345  0.99926875 764
2676 -1.9971356  0.99926902 764
2677 -1.9971367  0.99926929 764
2678 -1.9971377  0.99926957 764
2679 -1.9971388  0.99926984 764
2680 -1.9971399  0.99927011 764
2681 -1.9971409  0.99927038 764
2682 -1.997142  0.99927066 764
2683 -1.9971431  0.99927093 764
2684 -1.9971441  0.9992712 764
2685 -1.9971452  0.99927147 764
2686 -1.9971462  0.99927174 764
2687 -1.9971473  0.99927201 764
2688 -1.9971484  0.99927228 764
2689 -1.9971494  0.99927255 764
2690 -1.9971505  0.99927283 764
2691 -1.9971516  0.9992731 764
2692 -1.9971526  0.99927337 764
2693 -1.9971505  0.99927284 766
2694 -1.9971515  0.99927311 766
2695 -1.9971526  0.99927338 766
2696 -1.9971536  0.99927365 766
2697 -1.9971547  0.99927392 766
2698 -1.9971558  0.99927418 766
2699 -1.9971568  0.99927445 766
2700 -1.9971566  0.9992744 767
2701 -1.9971502  0.99927282 767
2702 -1.9971439  0.99927124 767
2703 -1.9971389  0.99927001 768
2704 -1.99714  0.99927028 768
2705 -1.9971411  0.99927055 768
2706 -1.9971421  0.99927082 768
2707 -1.9971432  0.99927109 768
2708 -1.9971442  0.99927136 768
2709 -1.9971412  0.9992706 770
2710 -1.9971422  0.99927087 770
2711 -1.9971433  0.99927114 770
2712 -1.9971443  0.9992714 770
2713 -1.9971454  0.99927167 770
2714 -1.9971464  0.99927194 770
2715 -1.9971475  0.99927221 770
2716 -1.9971485  0.99927248 770
2717 -1.9971496  0.99927275 770
2718 -1.9971506  0.99927301 770
2719 -1.9971517  0.99927328 770
2720 -1.9971527  0.99927355 770
2721 -1.9971538  0.99927381 770
2722 -1.9971548  0.99927408 770
2723 -1.9971559  0.99927435 770
2724 -1.9971528  0.99927358 771
2725 -1.9971472  0.99927219 772
2726 -1.9971482  0.99927246 772
2727 -1.9971493  0.99927272 772
2728 -1.9971503  0.99927299 772
2729 -1.9971514  0.99927325 772
2730 -1.9971524  0.99927352 772
2731 -1.9971535  0.99927379 772
2732 -1.9971545  0.99927405 772
2733 -1.9971555  0.99927432 772
2734 -1.9971566  0.99927458 772
2735 -1.9971576  0.99927485 772
2736 -1.9971587  0.99927511 772
2737 -1.9971597  0.99927538 772
2738 -1.9971607  0.99927564 772
2739 -1.9971618  0.99927591 772
2740 -1.9971628  0.99927617 772
2741 -1.9971638  0.99927644 772
2742 -1.9971649  0.9992767 772
2743 -1.9971659  0.99927696 772
2744 -1.9971669  0.99927723 772
2745 -1.997168  0.99927749 772
2746 -1.997169  0.99927775 772
2747 -1.9971685  0.99927764 773
2748 -1.9971623  0.99927609 773
2749 -1.9971564  0.99927462 774
2750 -1.9971574  0.99927488 774
2751 -1.9971585  0.99927515 774
2752 -1.9971595  0.99927541 774
2753 -1.9971605  0.99927567 774
2754 -1.9971616  0.99927594 774
2755 -1.9971626  0.9992762 774
2756 -1.9971636  0.99927646 774
2757 -1.9971646  0.99927672 774
2758 -1.9971657  0.99927699 774
2759 -1.9971667  0.99927725 774
2760 -1.9971677  0.99927751 774
2761 -1.9971688  0.99927777 774
2762 -1.9971672  0.99927739 775
2763 -1.9971675  0.99927748 776
2764 -1.9971686  0.99927774 776
2765 -1.9971696  0.999278 776
2766 -1.9971706  0.99927826 776
2767 -1.9971716  0.99927852 776
2768 -1.9971727  0.99927878 776
2769 -1.9971737  0.99927904 776
2770 -1.9971747  0.99927931 776
2771 -1.9971757  0.99927957 776
2772 -1.9971767  0.99927983 776
2773 -1.9971778  0.99928008 776
2774 -1.9971788  0.99928034 776
2775 -1.9971798  0.9992806 776
2776 -1.9971808  0.99928086 776
2777 -1.9971818  0.99928112 776
2778 -1.9971828  0.99928138 776
2779 -1.9971839  0.99928164 776
2780 -1.997182  0.99928119 777
2781 -1.9971765  0.99927981 778
2782 -1.9971775  0.99928007 778
2783 -1.9971785  0.99928033 778
2784 -1.9971796  0.99928059 778
2785 -1.9971805  0.99928083 779
2786 -1.9971787  0.99928038 780
2787 -1.9971797  0.99928063 780
2788 -1.9971807  0.99928089 780
2789 -1.9971817  0.99928115 780
2790 -1.9971821  0.99928127 782
2791 -1.9971832  0.99928153 782
2792 -1.9971842  0.99928178 782
2793 -1.9971852  0.99928204 782
2794 -1.9971862  0.9992823 782
2795 -1.9971872  0.99928255 782
2796 -1.9971882  0.99928281 782
2797 -1.9971892  0.99928307 782
2798 -1.9971902  0.99928332 782
2799 -1.9971881  0.9992828 783
2800 -1.9971862  0.99928234 784
2801 -1.9971872  0.9992826 784
2802 -1.9971882  0.99928286 784
2803 -1.9971893  0.99928311 784
2804 -1.9971903  0.99928337 784
2805 -1.9971913  0.99928362 784
2806 -1.9971923  0.99928388 784
2807 -1.9971933  0.99928413 784
2808 -1.9971943  0.99928439 784
2809 -1.9971953  0.99928464 784
2810 -1.9971963  0.9992849 784
2811 -1.9971973  0.99928515 784
2812 -1.9971982  0.99928541 784
2813 -1.9971992  0.99928566 784
2814 -1.9972002  0.99928591 784
2815 -1.9972012  0.99928617 784
2816 -1.9972022  0.99928642 784
2817 -1.9972032  0.99928667 784
2818 -1.9972042  0.99928693 784
2819 -1.9972031  0.99928667 786
2820 -1.9972041  0.99928692 786
2821 -1.9972051  0.99928717 786
2822 -1.9972061  0.99928742 786
2823 -1.9972071  0.99928768 786
2824 -1.9972081  0.99928793 786
2825 -1.9972091  0.99928818 786
2826 -1.9972098  0.99928836 787
2827 -1.9972037  0.99928685 787
2828 -1.9972015  0.9992863 788
2829 -1.9972025  0.99928655 788
2830 -1.9972035  0.9992868 788
2831 -1.9972045  0.99928705 788
2832 -1.9972054  0.99928731 788
2833 -1.9972064  0.99928756 788
2834 -1.9972074  0.99928781 788
2835 -1.9972084  0.99928806 788
2836 -1.9972053  0.99928729 789
2837 -1.9972048  0.99928717 790
2838 -1.9972058  0.99928742 790
2839 -1.9972068  0.99928767 790
2840 -1.9972077  0.99928792 790
2841 -1.9972087  0.99928817 790
2842 -1.9972097  0.99928842 790
2843 -1.9972107  0.99928867 790
2844 -1.9972117  0.99928892 790
2845 -1.9972122  0.99928906 791
2846 -1.9972061  0.99928755 791
2847 -1.9972001  0.99928604 791
2848 -1.9971942  0.99928457 792
2849 -1.9971952  0.99928482 792
2850 -1.9971962  0.99928507 792
2851 -1.9971972  0.99928533 792
2852 -1.9971981  0.99928558 792
2853 -1.9971973  0.99928537 793
2854 -1.9971967  0.99928523 794
2855 -1.9971977  0.99928548 794
2856 -1.9971987  0.99928573 794
2857 -1.9971996  0.99928598 794
2858 -1.9971988  0.99928576 796
2859 -1.9971997  0.99928601 796
2860 -1.9972007  0.99928626 796
2861 -1.9972017  0.99928651 796
2862 -1.9972027  0.99928676 796
2863 -1.9972037  0.99928701 796
2864 -1.9972046  0.99928726 796
2865 -1.9972056  0.99928751 796
2866 -1.9972058  0.99928757 798
2867 -1.9972068  0.99928782 798
2868 -1.9972078  0.99928807 798
2869 -1.9972088  0.99928831 798
2870 -1.9972097  0.99928856 798
2871 -1.9972107  0.99928881 798
2872 -1.9972117  0.99928906 798
2873 -1.9972126  0.99928931 798
2874 -1.9972136  0.99928955 798
2875 -1.9972146  0.9992898 798
2876 -1.9972147  0.99928983 800
2877 -1.9972121  0.99928919 801
2878 -1.9972077  0.99928808 803
2879 -1.9972017  0.99928659 803
2880 -1.9972018  0.99928662 804
2881 -1.9972027  0.99928687 804
2882 -1.9972037  0.99928711 804
2883 -1.9972047  0.99928736 804
2884 -1.9972056  0.99928761 804
2885 -1.9972066  0.99928786 804
2886 -1.9972076  0.9992881 804
2887 -1.9972085  0.99928835 804
2888 -1.9972095  0.9992886 804
2889 -1.9972105  0.99928884 804
2890 -1.9972114  0.99928909 804
2891 -1.9972124  0.99928933 804
2892 -1.9972134  0.99928958 804
2893 -1.9972143  0.99928982 804
2894 -1.9972153  0.99929007 804
2895 -1.9972163  0.99929032 804
2896 -1.9972172  0.99929056 804
2897 -1.997213  0.99928951 805
2898 -1.9972124  0.99928936 806
2899 -1.9972134  0.99928961 806
2900 -1.9972143  0.99928985 806
2901 -1.9972153  0.9992901 806
2902 -1.9972162  0.99929034 806
2903 -1.9972172  0.99929059 806
2904 -1.9972174  0.99929065 808
2905 -1.9972184  0.9992909 808
2906 -1.997218  0.99929081 810
2907 -1.997219  0.99929106 810
2908 -1.99722  0.9992913 810
2909 -1.9972209  0.99929154 810
2910 -1.9972166  0.99929048 811
2911 -1.9972172  0.99929063 812
2912 -1.9972115  0.99928921 814
2913 -1.9972002  0.99928638 815
2914 -1.9971952  0.99928514 816
2915 -1.9971962  0.99928539 816
2916 -1.9971971  0.99928564 816
2917 -1.9971981  0.99928588 816
2918 -1.9971991  0.99928612 816
2919 -1.9972  0.99928637 816
2920 -1.997201  0.99928661 816
2921 -1.9972019  0.99928686 816
2922 -1.9972029  0.9992871 816
2923 -1.9972039  0.99928735 816
2924 -1.9972001  0.99928641 817
2925 -1.9971956  0.99928529 818
2926 -1.9971965  0.99928553 818
2927 -1.9971975  0.99928577 818
2928 -1.9971985  0.99928602 818
2929 -1.9971994  0.99928626 818
2930 -1.9972004  0.99928651 818
2931 -1.9972013  0.99928675 818
2932 -1.9972023  0.99928699 818
2933 -1.9972032  0.99928724 818
2934 -1.9972023  0.999287 820
2935 -1.9972004  0.99928655 821
2936 -1.9971966  0.99928558 822
2937 -1.9971975  0.99928582 822
2938 -1.9971985  0.99928607 822
2939 -1.9971994  0.99928631 822
2940 -1.9972004  0.99928655 822
2941 -1.9971944  0.99928506 825
2942 -1.9971937  0.99928489 826
2943 -1.9971946  0.99928513 826
2944 -1.9971956  0.99928538 826
2945 -1.9971961  0.9992855 828
2946 -1.997197  0.99928574 828
2947 -1.997198  0.99928598 828
2948 -1.9971989  0.99928622 828
2949 -1.9971955  0.99928507 830
2950 -1.9971882  0.99928281 832
2951 -1.9971891  0.99928305 832
2952 -1.9971901  0.99928329 832
2953 -1.997191  0.99928353 832
2954 -1.997192  0.99928378 832
2955 -1.9971929  0.99928402 832
2956 -1.9971939  0.99928426 832
2957 -1.9971948  0.9992845 832
2958 -1.9971958  0.99928474 832
2959 -1.9971967  0.99928499 832
2960 -1.9971977  0.99928523 832
2961 -1.9971986  0.99928547 832
2962 -1.9971996  0.99928571 832
2963 -1.9972005  0.99928595 832
2964 -1.9972014  0.99928619 832
2965 -1.9972024  0.99928643 832
2966 -1.9972033  0.99928667 832
2967 -1.9972041  0.99928687 834
2968 -1.997205  0.99928711 834
2969 -1.997205  0.99928711 836
2970 -1.997206  0.99928735 836
2971 -1.9972069  0.99928759 836
2972 -1.9972078  0.99928783 836
2973 -1.9972088  0.99928807 836
2974 -1.997209  0.99928812 837
2975 -1.9972084  0.99928799 839
2976 -1.9972091  0.99928818 840
2977 -1.9972101  0.99928842 840
2978 -1.997211  0.99928865 840
2979 -1.997212  0.99928889 840
2980 -1.9972129  0.99928913 840
2981 -1.9972138  0.99928937 840
2982 -1.9972148  0.99928961 840
2983 -1.9972157  0.99928985 840
2984 -1.9972166  0.99929008 840
2985 -1.9972176  0.99929032 840
2986 -1.9972185  0.99929056 840
2987 -1.9972194  0.9992908 840
2988 -1.9972204  0.99929103 840
2989 -1.9972213  0.99929127 840
2990 -1.9972222  0.99929151 840
2991 -1.9972231  0.99929175 840
2992 -1.9972241  0.99929198 840
2993 -1.997225  0.99929222 840
2994 -1.9972259  0.99929246 840
2995 -1.9972269  0.99929269 840
2996 -1.9972278  0.99929293 840
2997 -1.9972287  0.99929316 840
2998 -1.9972296  0.9992934 840
2999 -1.9972306  0.99929364 840
3000 -1.9972315  0.99929387 840
3001 -1.9972314  0.99929386 841
3002 -1.9972257  0.99929243 841
3003 -1.9972184  0.99929021 843
3004 -1.9972159  0.99928959 844
3005 -1.9972168  0.99928983 844
3006 -1.9972177  0.99929007 844
3007 -1.9972186  0.9992903 844
3008 -1.9972196  0.99929054 844
3009 -1.9972205  0.99929077 844
3010 -1.9972214  0.99929101 844
3011 -1.9972223  0.99929124 844
3012 -1.9972233  0.99929148 844
3013 -1.9972242  0.99929172 844
3014 -1.9972251  0.99929195 844
3015 -1.997226  0.99929218 844
3016 -1.9972269  0.99929242 844
3017 -1.9972255  0.99929205 846
3018 -1.9972264  0.99929229 846
3019 -1.9972273  0.99929252 846
3020 -1.9972282  0.99929276 846
3021 -1.9972291  0.99929299 846
3022 -1.9972301  0.99929322 846
3023 -1.997231  0.99929346 846
3024 -1.9972319  0.99929369 846
3025 -1.9972328  0.99929393 846
3026 -1.9972337  0.99929416 846
3027 -1.9972346  0.99929439 846
3028 -1.9972355  0.99929463 846
3029 -1.9972365  0.99929486 846
3030 -1.9972374  0.99929509 846
3031 -1.9972383  0.99929532 846
3032 -1.9972392  0.99929556 846
3033 -1.9972401  0.99929579 846
3034 -1.997241  0.99929602 846
3035 -1.9972419  0.99929625 846
3036 -1.9972428  0.99929648 846
3037 -1.9972413  0.99929611 848
3038 -1.9972422  0.99929634 848
3039 -1.9972431  0.99929657 848
3040 -1.997244  0.9992968 848
3041 -1.9972449  0.99929703 848
3042 -1.9972401  0.99929583 849
3043 -1.9972344  0.99929442 849
3044 -1.9972337  0.99929424 850
3045 -1.9972278  0.99929273 853
3046 -1.9972237  0.99929169 855
3047 -1.997218  0.99929028 855
3048 -1.9972124  0.99928887 855
3049 -1.9972067  0.99928747 855
3050 -1.9972011  0.99928606 855
3051 -1.9971988  0.99928548 856
3052 -1.9971997  0.99928572 856
3053 -1.9972006  0.99928595 856
3054 -1.9972015  0.99928619 856
3055 -1.9972024  0.99928642 856
3056 -1.9972033  0.99928665 856
3057 -1.9972003  0.9992859 857
3058 -1.9972001  0.99928585 858
3059 -1.9972006  0.99928599 860
3060 -1.9972016  0.99928623 860
3061 -1.9972025  0.99928646 860
3062 -1.9972034  0.99928669 860
3063 -1.9972043  0.99928692 860
3064 -1.9972052  0.99928716 860
3065 -1.9972061  0.99928739 860
3066 -1.997207  0.99928762 860
3067 -1.9972079  0.99928785 860
3068 -1.9972089  0.99928809 860
3069 -1.9972098  0.99928832 860
3070 -1.9972092  0.99928819 862
3071 -1.9972102  0.99928842 862
3072 -1.9972054  0.99928725 865
3073 -1.9971998  0.99928585 865
3074 -1.9971928  0.99928373 867
3075 -1.9971928  0.99928374 868
3076 -1.9971928  0.99928374 869
3077 -1.9971872  0.99928234 869
3078 -1.9971816  0.99928095 869
3079 -1.997176  0.99927956 869
3080 -1.9971763  0.99927965 870
3081 -1.9971773  0.99927988 870
3082 -1.9971782  0.99928012 870
3083 -1.9971791  0.99928035 870
3084 -1.99718  0.99928059 870
3085 -1.9971809  0.99928082 870
3086 -1.9971773  0.99927992 871
3087 -1.997178  0.99928009 872
3088 -1.9971789  0.99928032 872
3089 -1.9971798  0.99928056 872
3090 -1.9971807  0.99928079 872
3091 -1.9971816  0.99928102 872
3092 -1.9971825  0.99928125 872
3093 -1.9971834  0.99928149 872
3094 -1.9971844  0.99928172 872
3095 -1.9971853  0.99928195 872
3096 -1.9971862  0.99928218 872
3097 -1.9971871  0.99928241 872
3098 -1.997188  0.99928265 872
3099 -1.9971889  0.99928288 872
3100 -1.9971893  0.99928299 874
3101 -1.9971902  0.99928322 874
3102 -1.9971889  0.9992829 876
3103 -1.9971837  0.99928159 878
3104 -1.9971846  0.99928182 878
3105 -1.9971855  0.99928205 878
3106 -1.9971864  0.99928228 878
3107 -1.9971873  0.99928252 878
3108 -1.9971863  0.99928226 880
3109 -1.9971872  0.99928249 880
3110 -1.9971833  0.99928153 882
3111 -1.9971842  0.99928176 882
3112 -1.9971851  0.99928199 882
3113 -1.9971834  0.99928156 883
3114 -1.9971811  0.99928099 884
3115 -1.997182  0.99928122 884
3116 -1.9971829  0.99928145 884
3117 -1.9971838  0.99928168 884
3118 -1.9971847  0.99928191 884
3119 -1.9971856  0.99928214 884
3120 -1.9971865  0.99928237 884
3121 -1.9971874  0.9992826 884
3122 -1.9971883  0.99928283 884
3123 -1.9971892  0.99928306 884
3124 -1.9971901  0.99928329 884
3125 -1.997191  0.99928352 884
3126 -1.9971919  0.99928375 884
3127 -1.9971928  0.99928397 884
3128 -1.9971937  0.9992842 884
3129 -1.9971946  0.99928443 884
3130 -1.9971955  0.99928466 884
3131 -1.9971964  0.99928489 884
3132 -1.9971973  0.99928512 884
3133 -1.9971981  0.99928535 884
3134 -1.997199  0.99928557 884
