1 -0.4687  0.0970875 212
8424 -1.9954401  0.99735588 3913
8425 -1.9954406  0.9973562 3913
8426 -1.9954412  0.99735651 3913
8427 -1.9954417  0.99735682 3913
8428 -1.9954422  0.99735714 3913
8429 -1.9954428  0.99735745 3913
8430 -1.9954433  0.99735776 3913
8431 -1.9954439  0.99735808 3913
8432 -1.9954436  0.99735819 3914
8433 -1.9954432  0.99735828 3915
8434 -1.9954438  0.99735859 3915
8435 -1.9954443  0.9973589 3915
8436 -1.9954449  0.99735922 3915
8437 -1.9954454  0.99735953 3915
8438 -1.9954459  0.99735984 3915
8439 -1.9954465  0.99736016 3915
8440 -1.9954464  0.99736032 3917
8441 -1.9954469  0.99736063 3917
8442 -1.9954475  0.99736094 3917
8443 -1.995448  0.99736125 3917
8444 -1.9954486  0.99736157 3917
8445 -1.9954491  0.99736188 3917
8446 -1.9954496  0.99736219 3917
8447 -1.9954502  0.9973625 3917
8448 -1.9954493  0.99736246 3919
8449 -1.9954494  0.99736265 3921
8450 -1.9954499  0.99736297 3921
8451 -1.9954504  0.99736328 3921
8452 -1.995451  0.99736359 3921
8453 -1.9954515  0.9973639 3921
8454 -1.995452  0.99736421 3921
8455 -1.9954526  0.99736453 3921
8456 -1.9954531  0.99736484 3921
8457 -1.9954514  0.99736459 3922
8458 -1.9954484  0.99736402 3924
8459 -1.9954466  0.99736374 3924
8460 -1.9954461  0.99736379 3925
8461 -1.9954466  0.9973641 3925
8462 -1.9954472  0.99736441 3925
8463 -1.9954477  0.99736472 3925
8464 -1.9954482  0.99736503 3925
8465 -1.9954488  0.99736534 3925
8466 -1.9954493  0.99736566 3925
8467 -1.9954499  0.99736597 3925
8468 -1.9954504  0.99736628 3925
8469 -1.9954509  0.99736659 3925
8470 -1.9954515  0.9973669 3925
8471 -1.995452  0.99736721 3925
8472 -1.9954525  0.99736752 3925
8473 -1.9954531  0.99736783 3925
8474 -1.9954536  0.99736814 3925
8475 -1.9954542  0.99736845 3925
8476 -1.9954547  0.99736876 3925
8477 -1.9954552  0.99736907 3925
8478 -1.9954538  0.9973689 3926
8479 -1.9954535  0.997369 3927
8480 -1.995454  0.99736931 3927
8481 -1.9954546  0.99736962 3927
8482 -1.9954551  0.99736993 3927
8483 -1.9954556  0.99737024 3927
8484 -1.9954557  0.99737043 3928
8485 -1.9954539  0.99737015 3928
8486 -1.9954521  0.99736987 3928
8487 -1.9954515  0.99736989 3930
8488 -1.9954509  0.99736994 3932
8489 -1.9954491  0.99736966 3932
8490 -1.995448  0.99736956 3933
8491 -1.9954485  0.99736987 3933
8492 -1.9954491  0.99737018 3933
8493 -1.9954496  0.99737049 3933
8494 -1.9954502  0.9973708 3933
8495 -1.9954507  0.99737111 3933
8496 -1.9954512  0.99737142 3933
8497 -1.9954518  0.99737173 3933
8498 -1.9954523  0.99737203 3933
8499 -1.9954528  0.99737234 3933
8500 -1.9954534  0.99737265 3933
8501 -1.9954539  0.99737296 3933
8502 -1.9954544  0.99737327 3933
8503 -1.995455  0.99737358 3933
8504 -1.9954555  0.99737389 3933
8505 -1.995456  0.99737419 3935
8506 -1.9954565  0.99737449 3935
8507 -1.9954571  0.9973748 3935
8508 -1.9954576  0.99737511 3935
8509 -1.9954581  0.99737542 3935
8510 -1.9954587  0.99737573 3935
8511 -1.9954592  0.99737604 3935
8512 -1.9954597  0.99737635 3935
8513 -1.995459  0.99737634 3937
8514 -1.9954596  0.99737665 3937
8515 -1.9954601  0.99737696 3937
8516 -1.9954606  0.99737727 3937
8517 -1.9954608  0.99737749 3938
8518 -1.9954597  0.99737739 3939
8519 -1.9954602  0.9973777 3939
8520 -1.9954608  0.99737801 3939
8521 -1.9954613  0.99737831 3939
8522 -1.9954618  0.99737862 3939
8523 -1.9954624  0.99737893 3939
8524 -1.9954629  0.99737924 3939
8525 -1.9954634  0.99737954 3939
8526 -1.995464  0.99737985 3939
8527 -1.9954645  0.99738016 3939
8528 -1.995465  0.99738047 3939
8529 -1.9954656  0.99738077 3939
8530 -1.9954651  0.99738084 3940
8531 -1.9954633  0.99738056 3940
8532 -1.9954623  0.99738048 3941
8533 -1.9954628  0.99738079 3941
8534 -1.9954634  0.9973811 3941
8535 -1.9954639  0.9973814 3941
8536 -1.9954644  0.99738171 3941
8537 -1.9954641  0.99738181 3942
8538 -1.9954643  0.99738202 3943
8539 -1.9954648  0.99738233 3943
8540 -1.9954637  0.99738222 3944
8541 -1.9954632  0.99738228 3945
8542 -1.9954638  0.99738258 3945
8543 -1.9954643  0.99738289 3945
8544 -1.9954648  0.9973832 3945
8545 -1.9954654  0.9973835 3945
8546 -1.9954639  0.99738332 3946
8547 -1.995464  0.99738352 3948
8548 -1.995464  0.99738368 3949
8549 -1.9954644  0.99738396 3951
8550 -1.9954649  0.99738426 3951
8551 -1.9954655  0.99738457 3951
8552 -1.995466  0.99738488 3951
8553 -1.9954665  0.99738518 3951
8554 -1.9954671  0.99738549 3951
8555 -1.9954676  0.99738579 3953
8556 -1.9954676  0.99738597 3955
8557 -1.9954681  0.99738627 3955
8558 -1.9954686  0.99738658 3955
8559 -1.9954688  0.99738678 3957
8560 -1.9954693  0.99738708 3957
8561 -1.9954698  0.99738739 3957
8562 -1.9954703  0.99738769 3957
8563 -1.9954709  0.997388 3957
8564 -1.9954714  0.9973883 3957
8565 -1.9954719  0.99738861 3957
8566 -1.9954725  0.99738891 3957
8567 -1.995473  0.99738922 3957
8568 -1.9954735  0.99738952 3957
8569 -1.995474  0.99738983 3957
8570 -1.9954746  0.99739013 3957
8571 -1.9954751  0.99739044 3957
8572 -1.9954756  0.99739074 3957
8573 -1.9954762  0.99739104 3957
8574 -1.9954767  0.99739135 3957
8575 -1.9954772  0.99739165 3957
8576 -1.9954777  0.99739196 3957
8577 -1.9954783  0.99739226 3957
8578 -1.9954788  0.99739257 3957
8579 -1.9954784  0.99739263 3958
8580 -1.9954774  0.99739255 3959
8581 -1.9954779  0.99739286 3959
8582 -1.9954784  0.99739316 3959
8583 -1.9954789  0.99739347 3959
8584 -1.9954794  0.99739375 3961
8585 -1.9954799  0.99739406 3961
8586 -1.9954789  0.99739396 3962
8587 -1.9954792  0.99739422 3963
8588 -1.9954797  0.99739452 3963
8589 -1.9954784  0.99739436 3964
8590 -1.995477  0.99739418 3965
8591 -1.9954775  0.99739448 3965
8592 -1.995478  0.99739479 3965
8593 -1.9954786  0.99739509 3965
8594 -1.9954791  0.99739539 3965
8595 -1.9954796  0.9973957 3965
8596 -1.9954802  0.997396 3965
8597 -1.9954807  0.9973963 3965
8598 -1.9954803  0.99739639 3967
8599 -1.9954798  0.99739644 3969
8600 -1.9954804  0.99739674 3969
8601 -1.9954809  0.99739704 3969
8602 -1.9954814  0.99739734 3969
8603 -1.9954819  0.99739765 3969
8604 -1.995481  0.99739757 3970
8605 -1.995481  0.99739776 3971
8606 -1.9954816  0.99739807 3971
8607 -1.9954821  0.99739837 3971
8608 -1.9954826  0.99739867 3971
8609 -1.9954831  0.99739897 3971
8610 -1.9954837  0.99739927 3971
8611 -1.9954842  0.99739958 3971
8612 -1.9954847  0.99739988 3971
8613 -1.9954852  0.99740018 3971
8614 -1.9954842  0.99740008 3972
8615 -1.9954831  0.99739998 3973
8616 -1.9954836  0.99740029 3973
8617 -1.9954825  0.99740019 3974
8618 -1.9954808  0.99739991 3974
8619 -1.9954791  0.99739968 3976
8620 -1.9954757  0.99739898 3978
8621 -1.9954754  0.99739908 3979
8622 -1.9954759  0.99739938 3979
8623 -1.9954764  0.99739968 3979
8624 -1.995477  0.99739999 3979
8625 -1.9954775  0.99740029 3979
8626 -1.995478  0.99740059 3979
8627 -1.9954785  0.99740089 3979
8628 -1.9954791  0.99740119 3979
8629 -1.9954796  0.99740149 3979
8630 -1.9954801  0.99740179 3979
8631 -1.9954805  0.99740206 3981
8632 -1.995481  0.99740236 3981
8633 -1.9954816  0.99740267 3981
8634 -1.9954821  0.99740297 3981
8635 -1.9954826  0.99740327 3981
8636 -1.9954826  0.99740345 3982
8637 -1.9954808  0.99740317 3982
8638 -1.9954802  0.99740317 3983
8639 -1.9954807  0.99740347 3983
8640 -1.9954812  0.99740377 3983
8641 -1.9954817  0.99740407 3983
8642 -1.9954823  0.99740437 3983
8643 -1.9954828  0.99740467 3983
8644 -1.9954833  0.99740497 3983
8645 -1.9954838  0.99740527 3983
8646 -1.9954843  0.99740557 3983
8647 -1.9954849  0.99740587 3983
8648 -1.9954848  0.99740603 3984
8649 -1.9954831  0.99740576 3984
8650 -1.9954834  0.997406 3985
8651 -1.9954839  0.9974063 3985
8652 -1.9954844  0.9974066 3985
8653 -1.9954849  0.9974069 3985
8654 -1.9954854  0.9974072 3985
8655 -1.995486  0.9974075 3985
8656 -1.9954865  0.9974078 3985
8657 -1.9954868  0.99740804 3986
8658 -1.9954873  0.99740834 3987
8659 -1.9954878  0.99740864 3987
8660 -1.9954883  0.99740893 3987
8661 -1.9954888  0.99740923 3987
8662 -1.9954894  0.99740953 3987
8663 -1.9954899  0.99740983 3987
8664 -1.9954904  0.99741013 3987
8665 -1.9954909  0.99741043 3987
8666 -1.9954914  0.99741073 3987
8667 -1.995492  0.99741103 3987
8668 -1.9954925  0.99741133 3987
8669 -1.995492  0.99741137 3988
8670 -1.9954923  0.99741161 3989
8671 -1.9954928  0.9974119 3989
8672 -1.9954933  0.9974122 3989
8673 -1.9954938  0.9974125 3989
8674 -1.9954943  0.9974128 3989
8675 -1.9954949  0.9974131 3989
8676 -1.9954954  0.9974134 3989
8677 -1.9954959  0.99741369 3989
8678 -1.9954964  0.99741399 3989
8679 -1.9954969  0.99741429 3989
8680 -1.9954962  0.99741427 3991
8681 -1.9954967  0.99741456 3991
8682 -1.9954972  0.99741486 3991
8683 -1.9954977  0.99741516 3991
8684 -1.9954982  0.99741546 3991
8685 -1.9954988  0.99741576 3991
8686 -1.9954979  0.99741563 3993
8687 -1.9954949  0.99741473 3995
8688 -1.9954919  0.99741386 3997
8689 -1.9954894  0.99741334 4000
8690 -1.9954894  0.99741351 4001
8691 -1.9954899  0.99741381 4001
8692 -1.9954889  0.99741372 4002
8693 -1.9954871  0.99741344 4002
8694 -1.9954853  0.99741317 4002
8695 -1.9954856  0.99741341 4003
8696 -1.9954861  0.9974137 4003
8697 -1.9954866  0.997414 4003
8698 -1.9954859  0.99741397 4004
8699 -1.995486  0.99741418 4005
8700 -1.9954865  0.99741447 4005
8701 -1.995487  0.99741477 4005
8702 -1.9954876  0.99741507 4005
8703 -1.9954881  0.99741537 4005
8704 -1.9954886  0.99741566 4005
8705 -1.9954891  0.99741596 4005
8706 -1.9954896  0.99741626 4005
8707 -1.9954892  0.99741631 4006
8708 -1.9954881  0.99741621 4007
8709 -1.9954886  0.9974165 4007
8710 -1.9954891  0.9974168 4007
8711 -1.9954897  0.9974171 4007
8712 -1.9954902  0.99741739 4007
8713 -1.9954907  0.99741769 4007
8714 -1.9954912  0.99741799 4007
8715 -1.9954917  0.99741828 4007
8716 -1.9954922  0.99741858 4007
8717 -1.9954928  0.99741888 4007
8718 -1.9954933  0.99741917 4007
8719 -1.9954929  0.99741924 4008
8720 -1.9954918  0.99741914 4010
8721 -1.9954907  0.99741903 4011
8722 -1.9954912  0.99741933 4011
8723 -1.9954917  0.99741962 4011
8724 -1.9954923  0.99741992 4011
8725 -1.9954928  0.99742021 4011
8726 -1.9954933  0.99742051 4011
8727 -1.9954938  0.99742081 4011
8728 -1.995493  0.99742077 4013
8729 -1.9954935  0.99742106 4013
8730 -1.9954939  0.99742133 4014
8731 -1.9954934  0.99742136 4016
8732 -1.9954918  0.99742113 4017
8733 -1.9954923  0.99742142 4017
8734 -1.9954928  0.99742172 4017
8735 -1.9954933  0.99742201 4017
8736 -1.9954938  0.99742231 4017
8737 -1.9954944  0.9974226 4017
8738 -1.9954935  0.99742255 4018
8739 -1.9954917  0.99742228 4018
8740 -1.9954914  0.99742236 4019
8741 -1.9954919  0.99742266 4019
8742 -1.9954924  0.99742295 4019
8743 -1.9954929  0.99742325 4019
8744 -1.9954935  0.99742354 4019
8745 -1.995494  0.99742384 4019
8746 -1.9954945  0.99742413 4019
8747 -1.9954933  0.99742399 4020
8748 -1.9954926  0.99742398 4023
8749 -1.9954931  0.99742427 4023
8750 -1.9954936  0.99742457 4023
8751 -1.9954941  0.99742486 4023
8752 -1.9954946  0.99742516 4023
8753 -1.9954951  0.99742545 4023
8754 -1.9954957  0.99742575 4023
8755 -1.9954962  0.99742604 4023
8756 -1.9954967  0.99742633 4023
8757 -1.9954972  0.99742663 4023
8758 -1.9954976  0.9974269 4025
8759 -1.9954981  0.99742719 4025
8760 -1.9954987  0.99742749 4025
8761 -1.9954992  0.99742778 4025
8762 -1.9954995  0.99742802 4026
8763 -1.9954977  0.99742774 4026
8764 -1.9954979  0.99742797 4027
8765 -1.9954985  0.99742826 4027
8766 -1.995499  0.99742856 4027
8767 -1.9954995  0.99742885 4027
8768 -1.9954979  0.99742862 4028
8769 -1.9954979  0.99742877 4029
8770 -1.9954984  0.99742907 4029
8771 -1.9954989  0.99742936 4029
8772 -1.9954994  0.99742965 4029
8773 -1.9954999  0.99742995 4029
8774 -1.9955004  0.99743024 4029
8775 -1.9955009  0.99743053 4029
8776 -1.9955014  0.99743083 4029
8777 -1.9955015  0.99743101 4030
8778 -1.995502  0.99743128 4033
8779 -1.9955025  0.99743157 4033
8780 -1.9955028  0.99743182 4034
8781 -1.9955032  0.99743209 4035
8782 -1.9955037  0.99743239 4035
8783 -1.9955036  0.99743252 4037
8784 -1.9955041  0.99743281 4037
8785 -1.9955046  0.9974331 4037
8786 -1.9955041  0.99743314 4038
8787 -1.9955024  0.99743288 4039
8788 -1.9955029  0.99743317 4039
8789 -1.9955034  0.99743346 4039
8790 -1.995504  0.99743375 4039
8791 -1.9955045  0.99743404 4039
8792 -1.995505  0.99743434 4039
8793 -1.9955055  0.99743463 4039
8794 -1.995506  0.99743492 4039
8795 -1.9955065  0.99743521 4039
8796 -1.995507  0.9974355 4039
8797 -1.9955075  0.99743579 4039
8798 -1.995508  0.99743609 4039
8799 -1.9955086  0.99743638 4039
8800 -1.9955091  0.99743667 4039
8801 -1.9955096  0.99743696 4039
8802 -1.9955101  0.99743725 4039
8803 -1.9955106  0.99743754 4039
8804 -1.9955094  0.99743741 4040
8805 -1.9955076  0.99743713 4040
8806 -1.9955075  0.99743727 4041
8807 -1.9955076  0.99743744 4042
8808 -1.9955074  0.99743756 4043
8809 -1.9955079  0.99743785 4043
8810 -1.9955084  0.99743814 4043
8811 -1.9955089  0.99743843 4043
8812 -1.9955094  0.99743872 4043
8813 -1.9955099  0.99743901 4043
8814 -1.9955104  0.9974393 4043
8815 -1.995511  0.99743959 4043
8816 -1.9955115  0.99743988 4043
8817 -1.995512  0.99744017 4043
8818 -1.9955125  0.99744046 4043
8819 -1.995513  0.99744075 4043
8820 -1.9955135  0.99744104 4043
8821 -1.995514  0.99744133 4043
8822 -1.9955145  0.99744162 4043
8823 -1.995515  0.99744191 4043
8824 -1.9955155  0.9974422 4043
8825 -1.9955155  0.99744236 4044
8826 -1.9955157  0.99744257 4045
8827 -1.9955162  0.99744286 4045
8828 -1.9955167  0.99744315 4045
8829 -1.9955172  0.99744344 4045
8830 -1.9955174  0.99744364 4047
8831 -1.9955179  0.99744393 4047
8832 -1.9955184  0.99744422 4047
8833 -1.9955189  0.99744451 4047
8834 -1.9955194  0.9974448 4047
8835 -1.9955189  0.99744483 4049
8836 -1.9955194  0.99744512 4049
8837 -1.9955199  0.99744541 4049
8838 -1.9955204  0.99744569 4049
8839 -1.9955209  0.99744598 4049
8840 -1.9955214  0.99744627 4049
8841 -1.9955219  0.99744656 4049
8842 -1.9955224  0.99744685 4049
8843 -1.9955229  0.99744714 4049
8844 -1.9955234  0.99744743 4049
8845 -1.9955239  0.99744772 4049
8846 -1.9955244  0.997448 4049
8847 -1.9955249  0.99744829 4049
8848 -1.9955255  0.99744858 4049
8849 -1.995526  0.99744887 4049
8850 -1.9955265  0.99744916 4049
8851 -1.995527  0.99744945 4049
8852 -1.9955275  0.99744973 4049
8853 -1.995528  0.99745002 4049
8854 -1.9955285  0.99745031 4049
8855 -1.995529  0.9974506 4049
8856 -1.9955295  0.99745089 4049
8857 -1.99553  0.99745117 4049
8858 -1.9955296  0.99745124 4050
8859 -1.9955279  0.99745097 4050
8860 -1.9955261  0.99745069 4050
8861 -1.9955243  0.9974504 4052
8862 -1.9955226  0.99745012 4052
8863 -1.9955227  0.99745033 4053
8864 -1.9955233  0.99745062 4053
8865 -1.9955238  0.99745091 4053
8866 -1.9955243  0.99745119 4053
8867 -1.9955248  0.99745148 4053
8868 -1.9955253  0.99745177 4053
8869 -1.9955258  0.99745205 4053
8870 -1.9955263  0.99745234 4053
8871 -1.9955268  0.99745263 4053
8872 -1.9955273  0.99745292 4053
8873 -1.9955278  0.9974532 4053
8874 -1.9955283  0.99745349 4053
8875 -1.9955288  0.99745378 4053
8876 -1.9955293  0.99745406 4053
8877 -1.9955298  0.99745435 4053
8878 -1.9955303  0.99745464 4053
8879 -1.9955305  0.99745485 4055
8880 -1.995531  0.99745513 4055
8881 -1.9955315  0.99745542 4055
8882 -1.995532  0.99745571 4055
8883 -1.9955325  0.99745599 4055
8884 -1.995533  0.99745628 4055
8885 -1.9955335  0.99745657 4055
8886 -1.995534  0.99745685 4055
8887 -1.9955345  0.99745714 4055
8888 -1.995535  0.99745742 4055
8889 -1.9955355  0.99745771 4055
8890 -1.995536  0.997458 4055
8891 -1.9955365  0.99745828 4055
8892 -1.995537  0.99745857 4055
8893 -1.9955375  0.99745885 4055
8894 -1.995538  0.99745914 4057
8895 -1.9955385  0.99745942 4057
8896 -1.995539  0.99745971 4057
8897 -1.9955384  0.99745972 4058
8898 -1.9955379  0.99745976 4059
8899 -1.9955385  0.99746004 4059
8900 -1.995539  0.99746033 4059
8901 -1.9955395  0.99746061 4059
8902 -1.99554  0.9974609 4059
8903 -1.9955405  0.99746118 4059
8904 -1.995541  0.99746147 4059
8905 -1.9955415  0.99746175 4059
8906 -1.9955415  0.99746192 4062
8907 -1.9955405  0.99746185 4063
8908 -1.9955404  0.99746198 4064
8909 -1.9955388  0.99746173 4065
8910 -1.9955393  0.99746202 4065
8911 -1.9955392  0.99746214 4066
8912 -1.995539  0.99746225 4067
8913 -1.9955395  0.99746253 4067
8914 -1.99554  0.99746282 4067
8915 -1.9955405  0.9974631 4067
8916 -1.995541  0.99746339 4067
8917 -1.9955415  0.99746367 4067
8918 -1.995542  0.99746396 4067
8919 -1.9955414  0.99746396 4068
8920 -1.9955396  0.99746369 4068
8921 -1.9955388  0.99746363 4069
8922 -1.9955393  0.99746392 4069
8923 -1.9955398  0.9974642 4069
8924 -1.9955403  0.99746449 4069
8925 -1.9955408  0.99746477 4069
8926 -1.9955406  0.99746489 4070
8927 -1.9955389  0.99746462 4070
8928 -1.9955371  0.99746434 4070
8929 -1.9955373  0.99746455 4071
8930 -1.9955378  0.99746483 4071
8931 -1.9955383  0.99746511 4071
8932 -1.9955388  0.9974654 4071
8933 -1.9955388  0.99746556 4072
8934 -1.9955384  0.99746562 4073
8935 -1.9955389  0.99746591 4073
8936 -1.9955394  0.99746619 4073
8937 -1.9955399  0.99746647 4073
8938 -1.9955404  0.99746676 4073
8939 -1.9955409  0.99746704 4073
8940 -1.9955414  0.99746732 4073
8941 -1.9955419  0.99746761 4073
8942 -1.9955424  0.99746789 4073
8943 -1.9955429  0.99746817 4073
8944 -1.9955434  0.99746846 4073
8945 -1.9955439  0.99746874 4073
8946 -1.9955433  0.99746875 4074
8947 -1.995542  0.99746858 4075
8948 -1.9955425  0.99746886 4075
8949 -1.9955411  0.99746865 4076
8950 -1.9955407  0.99746872 4077
8951 -1.9955412  0.99746901 4077
8952 -1.9955417  0.99746929 4077
8953 -1.9955422  0.99746957 4077
8954 -1.9955427  0.99746985 4077
8955 -1.9955432  0.99747014 4077
8956 -1.9955437  0.99747042 4078
8957 -1.9955416  0.99746996 4080
8958 -1.9955398  0.99746968 4080
8959 -1.9955381  0.99746941 4080
8960 -1.9955382  0.99746958 4081
8961 -1.9955387  0.99746986 4081
8962 -1.9955373  0.99746968 4082
8963 -1.9955356  0.99746941 4082
8964 -1.9955349  0.99746938 4083
8965 -1.9955354  0.99746966 4083
8966 -1.9955358  0.99746995 4083
8967 -1.9955363  0.99747023 4083
8968 -1.9955368  0.99747051 4083
8969 -1.9955373  0.99747079 4083
8970 -1.9955378  0.99747107 4083
8971 -1.9955383  0.99747136 4083
8972 -1.9955388  0.99747164 4083
8973 -1.9955393  0.99747192 4083
8974 -1.9955398  0.9974722 4083
8975 -1.9955403  0.99747248 4083
8976 -1.9955408  0.99747276 4083
8977 -1.9955413  0.99747305 4083
8978 -1.9955408  0.99747308 4084
8979 -1.9955398  0.99747297 4085
8980 -1.9955403  0.99747326 4085
8981 -1.9955408  0.99747354 4085
8982 -1.9955413  0.99747382 4085
8983 -1.9955418  0.9974741 4085
8984 -1.9955423  0.99747438 4085
8985 -1.9955428  0.99747466 4085
8986 -1.9955432  0.99747494 4085
8987 -1.9955437  0.99747522 4085
8988 -1.9955442  0.9974755 4085
8989 -1.9955447  0.99747579 4085
8990 -1.9955441  0.99747578 4086
8991 -1.9955435  0.99747579 4087
8992 -1.9955435  0.99747595 4089
8993 -1.9955404  0.99747532 4090
8994 -1.9955398  0.99747534 4091
8995 -1.9955403  0.99747562 4091
8996 -1.9955408  0.9974759 4091
8997 -1.9955413  0.99747618 4091
8998 -1.9955418  0.99747646 4091
8999 -1.9955423  0.99747674 4091
9000 -1.9955428  0.99747702 4091
9001 -1.9955433  0.9974773 4091
9002 -1.9955431  0.99747741 4092
9003 -1.9955425  0.99747742 4093
9004 -1.995543  0.9974777 4093
9005 -1.9955435  0.99747798 4093
9006 -1.995544  0.99747826 4093
9007 -1.9955445  0.99747854 4093
9008 -1.995545  0.99747882 4093
9009 -1.9955455  0.9974791 4093
9010 -1.9955459  0.99747938 4093
9011 -1.9955464  0.99747966 4093
9012 -1.9955469  0.99747994 4093
9013 -1.9955474  0.99748021 4093
9014 -1.9955479  0.99748049 4093
9015 -1.9955484  0.99748077 4093
9016 -1.9955489  0.99748105 4093
9017 -1.9955488  0.99748118 4094
9018 -1.9955492  0.99748143 4095
9019 -1.9955496  0.99748171 4095
9020 -1.9955489  0.99748166 4096
9021 -1.9955471  0.99748139 4096
9022 -1.9955454  0.99748111 4096
9023 -1.9955448  0.99748111 4098
9024 -1.9955423  0.9974805 4101
9025 -1.9955395  0.99747967 4101
9026 -1.9955371  0.99747906 4102
9027 -1.995537  0.99747919 4103
9028 -1.9955353  0.99747894 4104
9029 -1.9955323  0.99747835 4107
9030 -1.9955328  0.99747863 4107
9031 -1.9955333  0.99747891 4107
9032 -1.9955338  0.99747919 4107
9033 -1.9955343  0.99747946 4107
9034 -1.9955348  0.99747974 4107
9035 -1.9955353  0.99748002 4107
9036 -1.9955358  0.9974803 4107
9037 -1.9955341  0.99748003 4108
9038 -1.9955324  0.99747975 4108
9039 -1.9955317  0.99747975 4109
9040 -1.9955322  0.99748003 4109
9041 -1.9955326  0.99748029 4111
9042 -1.9955331  0.99748056 4111
9043 -1.9955336  0.99748084 4111
9044 -1.9955337  0.99748101 4112
9045 -1.9955322  0.99748079 4115
9046 -1.9955327  0.99748107 4115
9047 -1.9955326  0.9974812 4116
9048 -1.9955305  0.99748084 4118
9049 -1.9955297  0.99748078 4119
9050 -1.9955302  0.99748106 4119
9051 -1.9955307  0.99748134 4119
9052 -1.9955311  0.99748162 4119
9053 -1.9955316  0.99748189 4121
9054 -1.9955321  0.99748217 4121
9055 -1.9955326  0.99748245 4121
9056 -1.9955331  0.99748273 4121
9057 -1.9955336  0.997483 4121
